BillType,CgstRate,CustomerId,Date,Discount,GstAmount,Id,IgstRate,ItemDescription,MakingCharges,Metal,Purity,RatePerGram,SgstRate,Status,SubTotal,TotalAmount,Weight
PAKKA,1.5,C05048,2025-03-21,2669,1801.18,INV-008496,0,Gold Bangle 22K,115,GOLD,22K,7253,1.5,PAID,60039.39,61840.57,8.63
PAKKA,1.5,C05508,2025-10-14,1958,6346.78,INV-008497,0,Gold Bangle 22K,173,GOLD,22K,6871,1.5,PAID,211559.55,217906.33,31.05
PAKKA,1.5,C07605,2024-05-21,2838,10440.06,INV-008498,0,Gold Nose Pin 22K,396,GOLD,24K,7665,1.5,PAID,348001.8,358441.86,45.72
KACHA,1.5,C03236,2024-10-25,1015,7959.70,INV-008499,0,Gold Chain 22K,114,GOLD,24K,7451,1.5,PENDING,265323.23,273282.93,35.73
PAKKA,1.5,C04610,2025-03-08,2100,-34.46,INV-008500,0,Silver Coin 999,183,SILVER,999,84,1.5,PAID,-1148.4,-1182.86,9.15
KACHA,1.5,C06848,2024-11-13,2210,2123.86,INV-008501,0,Gold Anklet 22K,196,GOLD,24K,7721,1.5,PAID,70795.03,72918.89,9.43
PAKKA,1.5,C06419,2024-01-18,2111,550.14,INV-008502,0,Gold Pendant 18K,212,GOLD,18K,7608,1.5,PENDING,18338.28,18888.42,2.66
KACHA,1.5,C02354,2025-07-06,969,104.40,INV-008503,0,Silver Idol,348,SILVER,999,97,1.5,PAID,3480.16,3584.56,42.28
KACHA,1.5,C03292,2024-05-02,1118,6077.76,INV-008504,0,Gold Chain 22K,468,GOLD,18K,6679,1.5,PAID,202591.97,208669.73,30.43
KACHA,1.5,C06397,2025-05-27,2041,1727.86,INV-008505,0,Gold Mangalsutra 22K,137,GOLD,24K,7256,1.5,PAID,57595.2,59323.06,8.2
KACHA,1.5,C01742,2025-09-13,1546,6488.58,INV-008506,0,Gold Mangalsutra 22K,395,GOLD,22K,6601,1.5,PAID,216285.94,222774.52,32.94
KACHA,1.5,C02243,2024-10-05,816,82.20,INV-008507,0,Silver Coin 999,402,SILVER,999,77,1.5,PAID,2739.92,2822.12,40.96
PAKKA,1.5,C02623,2024-02-04,1674,2280.90,INV-008508,0,Gold Necklace 22K,150,GOLD,22K,6803,1.5,PAID,76030.2,78311.10,11.4
PAKKA,1.5,C07007,2025-07-12,2454,4100.40,INV-008509,0,Gold Pendant 18K,228,GOLD,22K,7284,1.5,PENDING,136679.88,140780.28,19.07
KACHA,1.5,C05666,2024-04-22,934,21.02,INV-008510,0,Silver Bangle,202,SILVER,999,90,1.5,PAID,700.8,721.82,15.92
PAKKA,1.5,C03851,2024-07-07,224,9634.40,INV-008511,0,Gold Anklet 22K,408,GOLD,22K,7622,1.5,PAID,321146.42,330780.82,42.11
KACHA,1.5,C01202,2024-12-26,626,19.88,INV-008512,0,Silver Coin 999,302,SILVER,999,84,1.5,PAID,663,682.88,11.75
KACHA,1.5,C04714,2025-01-01,466,3703.98,INV-008513,0,Gold Earrings 22K,372,GOLD,24K,7737,1.5,PAID,123465.89,127169.87,15.97
KACHA,1.5,C01104,2024-05-03,1400,-2.24,INV-008514,0,Silver Ring,226,SILVER,999,84,1.5,PAID,-74.44,-76.68,13.09
KACHA,1.5,C06167,2025-04-28,1299,2035.52,INV-008515,0,Gold Pendant 18K,282,GOLD,24K,7652,1.5,PENDING,67851,69886.52,9
PAKKA,1.5,C07470,2025-11-28,269,9107.04,INV-008516,0,Gold Nose Pin 22K,233,GOLD,18K,7489,1.5,PENDING,303568.06,312675.10,40.54
KACHA,1.5,C05370,2025-10-11,1916,65.88,INV-008517,0,Silver Glass Set,133,SILVER,999,108,1.5,PAID,2195.72,2261.60,36.84
PAKKA,1.5,C05138,2025-04-06,1168,9051.14,INV-008518,0,Gold Necklace 22K,317,GOLD,18K,7530,1.5,PAID,301704.4,310755.54,40.18
KACHA,1.5,C00569,2025-04-14,1425,70.88,INV-008519,0,Silver Chain,363,SILVER,999,80,1.5,PAID,2362.8,2433.68,42.81
KACHA,1.5,C04206,2025-04-08,244,215.36,INV-008520,0,Gold Anklet 22K,303,GOLD,18K,6592,1.5,PAID,7178.36,7393.72,1.08
KACHA,1.5,C02146,2025-10-21,1204,94.72,INV-008521,0,Silver Thali,334,SILVER,999,107,1.5,PAID,3157.48,3252.20,37.64
PAKKA,1.5,C01007,2024-07-06,679,1028.04,INV-008522,0,Gold Nose Pin 22K,442,GOLD,18K,6687,1.5,PAID,34267.92,35295.96,5.16
PAKKA,1.5,C04288,2024-09-09,1945,-36.78,INV-008523,0,Silver Thali,102,SILVER,999,77,1.5,PAID,-1226.23,-1263.01,8.01
PAKKA,1.5,C07349,2025-03-29,400,74.30,INV-008524,0,Silver Bangle,421,SILVER,999,95,1.5,PENDING,2476.75,2551.05,25.85
PAKKA,1.5,C01741,2025-08-18,622,1387.28,INV-008525,0,Gold Nose Pin 22K,462,GOLD,18K,7607,1.5,PAID,46242.7,47629.98,6.1
KACHA,1.5,C09330,2025-04-27,99,5550.48,INV-008526,0,Gold Necklace 22K,202,GOLD,24K,6949,1.5,PAID,185015.89,190566.37,26.61
PAKKA,1.5,C01826,2024-06-18,2794,9332.34,INV-008527,0,Gold Chain 22K,167,GOLD,22K,6676,1.5,PENDING,311078.24,320410.58,46.99
KACHA,1.5,C03401,2025-04-08,942,6.96,INV-008528,0,Silver Chain,191,SILVER,999,78,1.5,PAID,231.8,238.76,12.6
KACHA,1.5,C04831,2024-10-18,1096,9488.68,INV-008529,0,Gold Mangalsutra 22K,365,GOLD,22K,6708,1.5,PAID,316289.08,325777.76,47.26
PAKKA,1.5,C02480,2025-03-06,500,55.70,INV-008530,0,Silver Thali,453,SILVER,999,79,1.5,PAID,1856.9,1912.60,24.1
PAKKA,1.5,C06341,2024-03-25,479,3006.86,INV-008531,0,Gold Necklace 22K,497,GOLD,22K,6935,1.5,PENDING,100228.75,103235.61,14.45
KACHA,1.5,C09715,2025-04-16,1381,9182.64,INV-008532,0,Gold Chain 22K,387,GOLD,18K,7380,1.5,PAID,306087.8,315270.44,41.61
PAKKA,1.5,C04086,2024-06-13,395,4369.06,INV-008533,0,Gold Bangle 22K,264,GOLD,18K,7506,1.5,PAID,145635.52,150004.58,19.42
PAKKA,1.5,C00625,2025-11-29,516,32.54,INV-008534,0,Silver Payal,111,SILVER,999,97,1.5,PENDING,1084.92,1117.46,15.36
KACHA,1.5,C00165,2025-03-30,1852,4063.60,INV-008535,0,Gold Ring 22K,309,GOLD,22K,7662,1.5,PAID,135453.56,139517.16,17.88
KACHA,1.5,C08107,2025-02-09,1848,761.94,INV-008536,0,Gold Ring 22K,452,GOLD,24K,7361,1.5,PAID,25398.04,26159.98,3.64
PAKKA,1.5,C05881,2024-02-20,907,6.10,INV-008537,0,Silver Payal,341,SILVER,999,80,1.5,PAID,203.6,209.70,9.62
KACHA,1.5,C03705,2024-11-15,2368,9955.98,INV-008538,0,Gold Nose Pin 22K,125,GOLD,18K,7799,1.5,PAID,331866.16,341822.14,42.84
PAKKA,1.5,C03133,2024-07-06,2749,44.82,INV-008539,0,Silver Payal,372,SILVER,999,86,1.5,PENDING,1493.86,1538.68,45.01
KACHA,1.5,C04778,2024-04-23,1767,-26.06,INV-008540,0,Silver Idol,122,SILVER,999,75,1.5,PAID,-868.75,-894.81,10.35
PAKKA,1.5,C08881,2025-04-12,1920,-23.18,INV-008541,0,Silver Ring,384,SILVER,999,83,1.5,PAID,-772.4,-795.58,9.2
PAKKA,1.5,C02777,2024-10-27,2602,3919.74,INV-008542,0,Gold Anklet 22K,490,GOLD,22K,6890,1.5,PAID,130658.3,134578.04,19.27
KACHA,1.5,C05954,2024-03-09,709,9488.22,INV-008543,0,Gold Mangalsutra 22K,475,GOLD,18K,6700,1.5,PENDING,316274,325762.22,47.24
KACHA,1.5,C00464,2024-06-19,2322,9666.88,INV-008544,0,Gold Chain 22K,125,GOLD,24K,6644,1.5,PAID,322229.52,331896.40,48.83
KACHA,1.5,C08568,2025-01-18,90,9085.66,INV-008545,0,Gold Bangle 22K,300,GOLD,24K,6943,1.5,PAID,302855.37,311941.03,43.59
KACHA,1.5,C05385,2024-09-19,483,10128.64,INV-008546,0,Gold Mangalsutra 22K,251,GOLD,22K,6979,1.5,PAID,337621.39,347750.03,48.41
PAKKA,1.5,C05648,2025-01-10,2455,6.70,INV-008547,0,Silver Coin 999,266,SILVER,999,79,1.5,PENDING,223.66,230.36,30.54
KACHA,1.5,C05490,2024-10-17,1017,554.12,INV-008548,0,Gold Bangle 22K,294,GOLD,22K,7527,1.5,PAID,18470.85,19024.97,2.55
KACHA,1.5,C01078,2024-12-29,1051,9337.22,INV-008549,0,Gold Anklet 22K,365,GOLD,18K,7418,1.5,PAID,311240.9,320578.12,42.05
KACHA,1.5,C04945,2025-11-28,1293,395.62,INV-008550,0,Gold Bracelet 22K,250,GOLD,18K,7734,1.5,PENDING,13187.56,13583.18,1.84
KACHA,1.5,C02901,2025-11-22,2275,16.48,INV-008551,0,Silver Idol,217,SILVER,999,105,1.5,PENDING,549.15,565.63,24.83
PAKKA,1.5,C08483,2024-10-07,1190,12.10,INV-008552,0,Silver Coin 999,232,SILVER,999,77,1.5,PAID,403.36,415.46,17.68
KACHA,1.5,C05058,2024-09-11,2036,92.84,INV-008553,0,Silver Ring,236,SILVER,999,99,1.5,PAID,3094.56,3187.40,49.44
PAKKA,1.5,C02928,2024-07-30,626,8379.42,INV-008554,0,Gold Anklet 22K,307,GOLD,18K,7607,1.5,PENDING,279314.32,287693.74,36.76
PAKKA,1.5,C02611,2024-10-01,1484,2549.16,INV-008555,0,Gold Chain 22K,481,GOLD,22K,6548,1.5,PAID,84972.24,87521.40,13.13
KACHA,1.5,C04924,2024-01-08,1751,12.62,INV-008556,0,Silver Ring,387,SILVER,999,92,1.5,PAID,420.8,433.42,19.4
PAKKA,1.5,C04364,2024-09-23,2599,-2.86,INV-008557,0,Silver Coin 999,458,SILVER,999,96,1.5,PAID,-95.24,-98.10,21.31
KACHA,1.5,C03702,2025-02-09,676,8271.70,INV-008558,0,Gold Nose Pin 22K,142,GOLD,18K,7721,1.5,PAID,275723.38,283995.08,35.78
PAKKA,1.5,C05553,2025-08-06,2710,-14.90,INV-008559,0,Silver Glass Set,213,SILVER,999,98,1.5,PENDING,-496.82,-511.72,20.41
PAKKA,1.5,C05223,2025-03-23,199,91.68,INV-008560,0,Silver Bangle,326,SILVER,999,96,1.5,PAID,3055.96,3147.64,30.51
PAKKA,1.5,C07010,2024-05-23,557,8340.62,INV-008561,0,Gold Bracelet 22K,303,GOLD,22K,7732,1.5,PAID,278020.68,286361.30,35.99
PAKKA,1.5,C00405,2025-11-05,716,9001.60,INV-008562,0,Gold Anklet 22K,108,GOLD,22K,7380,1.5,PAID,300053.2,309054.80,40.74
KACHA,1.5,C09871,2024-02-01,2789,10715.64,INV-008563,0,Gold Bangle 22K,362,GOLD,18K,7100,1.5,PENDING,357188,367903.64,50.65
PAKKA,1.5,C01957,2025-12-13,14,10000.76,INV-008564,0,Gold Chain 22K,149,GOLD,18K,7458,1.5,PAID,333358.44,343359.20,44.68
PAKKA,1.5,C02100,2025-10-02,2362,4058.42,INV-008565,0,Gold Earrings 22K,313,GOLD,18K,6552,1.5,PENDING,135280.92,139339.34,20.96
KACHA,1.5,C04897,2025-03-09,612,4846.98,INV-008566,0,Gold Mangalsutra 22K,306,GOLD,24K,7308,1.5,PAID,161566.2,166413.18,22.15
KACHA,1.5,C06726,2025-02-27,1012,32.64,INV-008567,0,Silver Idol,125,SILVER,999,89,1.5,PAID,1087.91,1120.55,22.19
PAKKA,1.5,C09394,2024-05-28,2451,14.80,INV-008568,0,Silver Coin 999,154,SILVER,999,80,1.5,PAID,493.4,508.20,34.88
KACHA,1.5,C06801,2024-08-16,257,90.62,INV-008569,0,Silver Ring,478,SILVER,999,97,1.5,PAID,3020.42,3111.04,28.86
KACHA,1.5,C01000,2025-02-28,1838,2983.00,INV-008570,0,Gold Anklet 22K,178,GOLD,22K,7647,1.5,PAID,99433.34,102416.34,13.22
PAKKA,1.5,C02905,2024-07-19,716,8795.10,INV-008571,0,Gold Anklet 22K,469,GOLD,18K,7033,1.5,PAID,293169.76,301964.86,41.72
PAKKA,1.5,C06171,2024-11-11,2678,4275.18,INV-008572,0,Gold Anklet 22K,166,GOLD,22K,7433,1.5,PAID,142505.83,146781.01,19.51
KACHA,1.5,C04138,2025-09-24,721,106.96,INV-008573,0,Silver Bangle,259,SILVER,999,107,1.5,PAID,3565.48,3672.44,37.64
PAKKA,1.5,C06598,2025-11-08,394,618.50,INV-008574,0,Gold Nose Pin 22K,151,GOLD,24K,7193,1.5,PAID,20616.7,21235.20,2.9
PAKKA,1.5,C07509,2025-06-30,2521,651.10,INV-008575,0,Gold Chain 22K,362,GOLD,18K,6502,1.5,PAID,21703.34,22354.44,3.67
PAKKA,1.5,C08101,2024-06-28,1809,199.76,INV-008576,0,Gold Chain 22K,224,GOLD,24K,6986,1.5,PENDING,6658.48,6858.24,1.18
KACHA,1.5,C06436,2024-04-25,701,6730.76,INV-008577,0,Gold Nose Pin 22K,462,GOLD,22K,6639,1.5,PAID,224358.37,231089.13,33.83
KACHA,1.5,C06835,2025-04-17,2841,-26.96,INV-008578,0,Silver Ring,345,SILVER,999,103,1.5,PAID,-898.47,-925.43,15.51
PAKKA,1.5,C03173,2024-02-07,2642,-45.98,INV-008579,0,Silver Chain,298,SILVER,999,105,1.5,PAID,-1532.35,-1578.33,7.73
PAKKA,1.5,C03752,2025-04-22,1940,290.66,INV-008580,0,Gold Mangalsutra 22K,435,GOLD,22K,6743,1.5,PENDING,9688.38,9979.04,1.66
KACHA,1.5,C09245,2024-09-04,2326,-35.40,INV-008581,0,Silver Glass Set,191,SILVER,999,95,1.5,PAID,-1180.25,-1215.65,10.05
KACHA,1.5,C09075,2025-08-19,840,4245.22,INV-008582,0,Gold Mangalsutra 22K,369,GOLD,24K,6567,1.5,PENDING,141507.54,145752.76,21.62
PAKKA,1.5,C04474,2024-06-02,1039,10162.82,INV-008583,0,Gold Chain 22K,308,GOLD,24K,7234,1.5,PAID,338760.62,348923.44,46.93
KACHA,1.5,C07824,2024-12-02,2643,11199.50,INV-008584,0,Gold Necklace 22K,107,GOLD,18K,7732,1.5,PAID,373316.52,384516.02,48.61
PAKKA,1.5,C07883,2025-03-15,1763,1.28,INV-008585,0,Silver Bangle,252,SILVER,999,81,1.5,PAID,42.58,43.86,19.18
PAKKA,1.5,C07441,2024-07-10,2039,53.34,INV-008586,0,Silver Thali,161,SILVER,999,92,1.5,PENDING,1778.08,1831.42,39.74
PAKKA,1.5,C06213,2025-03-11,1604,1073.88,INV-008587,0,Gold Pendant 18K,417,GOLD,18K,7563,1.5,PAID,35796.07,36869.95,4.89
PAKKA,1.5,C01697,2025-09-14,2355,14.24,INV-008588,0,Silver Bangle,328,SILVER,999,77,1.5,PAID,474.73,488.97,32.49
KACHA,1.5,C09043,2024-02-23,759,100.40,INV-008589,0,Silver Coin 999,194,SILVER,999,89,1.5,PAID,3346.55,3446.95,43.95
KACHA,1.5,C09677,2025-06-20,2661,742.56,INV-008590,0,Gold Earrings 22K,235,GOLD,22K,7306,1.5,PAID,24752.32,25494.88,3.72
KACHA,1.5,C03368,2024-09-29,1300,7217.56,INV-008591,0,Gold Necklace 22K,374,GOLD,22K,6966,1.5,PAID,240585.22,247802.78,34.67
PAKKA,1.5,C04936,2024-05-22,2513,-19.24,INV-008592,0,Silver Idol,473,SILVER,999,81,1.5,PAID,-641.13,-660.37,17.27
KACHA,1.5,C01961,2025-07-25,55,8266.08,INV-008593,0,Gold Earrings 22K,233,GOLD,24K,6957,1.5,PAID,275536.06,283802.14,39.58
KACHA,1.5,C00697,2024-04-28,561,3.94,INV-008594,0,Silver Coin 999,137,SILVER,999,103,1.5,PAID,131.17,135.11,5.39
PAKKA,1.5,C00047,2024-04-22,826,-12.20,INV-008595,0,Silver Ring,257,SILVER,999,86,1.5,PAID,-406.46,-418.66,1.89
PAKKA,1.5,C02795,2024-10-08,496,8477.24,INV-008596,0,Gold Necklace 22K,323,GOLD,24K,6925,1.5,PAID,282574.75,291051.99,40.83
PAKKA,1.5,C03642,2024-09-19,830,8755.20,INV-008597,0,Gold Nose Pin 22K,362,GOLD,18K,7064,1.5,PAID,291840.32,300595.52,41.38
KACHA,1.5,C04675,2024-04-01,540,5174.62,INV-008598,0,Gold Pendant 18K,384,GOLD,18K,7539,1.5,PENDING,172487.1,177661.72,22.9
KACHA,1.5,C03639,2024-09-05,2829,25.06,INV-008599,0,Silver Bangle,424,SILVER,999,101,1.5,PAID,835.08,860.14,32.08
KACHA,1.5,C07430,2025-04-27,2982,4095.76,INV-008600,0,Gold Earrings 22K,140,GOLD,18K,7339,1.5,PAID,136525.61,140621.37,18.99
PAKKA,1.5,C03796,2025-01-17,1996,2610.60,INV-008601,0,Gold Nose Pin 22K,197,GOLD,22K,7377,1.5,PENDING,87020.08,89630.68,12.04
PAKKA,1.5,C03004,2024-08-11,1456,65.14,INV-008602,0,Silver Chain,128,SILVER,999,106,1.5,PAID,2171.06,2236.20,33.01
PAKKA,1.5,C09812,2025-11-01,2493,8055.68,INV-008603,0,Gold Bangle 22K,484,GOLD,18K,6733,1.5,PENDING,268522.94,276578.62,40.18
KACHA,1.5,C01833,2024-02-02,2700,70.36,INV-008604,0,Silver Coin 999,276,SILVER,999,94,1.5,PAID,2345.56,2415.92,50.74
PAKKA,1.5,C07530,2024-03-16,1567,2128.22,INV-008605,0,Gold Bracelet 22K,370,GOLD,18K,6723,1.5,PENDING,70940.79,73069.01,10.73
KACHA,1.5,C02217,2025-01-16,923,92.24,INV-008606,0,Silver Payal,106,SILVER,999,78,1.5,PAID,3074.42,3166.66,49.89
PAKKA,1.5,C09425,2025-04-06,2745,5096.78,INV-008607,0,Gold Necklace 22K,229,GOLD,18K,6966,1.5,PAID,169892.5,174989.28,24.75
KACHA,1.5,C06424,2024-04-10,1234,10266.60,INV-008608,0,Gold Anklet 22K,422,GOLD,22K,7108,1.5,PAID,342220.08,352486.68,48.26
PAKKA,1.5,C00363,2025-03-02,240,7914.90,INV-008609,0,Gold Bracelet 22K,401,GOLD,18K,6740,1.5,PAID,263829.8,271744.70,39.12
KACHA,1.5,C07217,2025-06-11,852,754.50,INV-008610,0,Gold Nose Pin 22K,294,GOLD,24K,7606,1.5,PAID,25150.28,25904.78,3.38
PAKKA,1.5,C03129,2025-07-01,2088,9614.82,INV-008611,0,Gold Ring 22K,225,GOLD,18K,7431,1.5,PENDING,320493.78,330108.60,43.38
PAKKA,1.5,C06844,2025-06-28,438,8024.80,INV-008612,0,Gold Pendant 18K,194,GOLD,22K,7055,1.5,PAID,267493.25,275518.05,37.95
KACHA,1.5,C01869,2024-10-26,1595,9469.40,INV-008613,0,Gold Necklace 22K,305,GOLD,18K,6832,1.5,PAID,315646.48,325115.88,46.39
PAKKA,1.5,C06295,2024-10-18,2641,-1.06,INV-008614,0,Silver Idol,452,SILVER,999,76,1.5,PENDING,-35.16,-36.22,28.34
KACHA,1.5,C02963,2024-02-08,734,60.62,INV-008615,0,Silver Payal,319,SILVER,999,82,1.5,PAID,2020.4,2081.02,29.7
PAKKA,1.5,C03378,2024-03-22,1820,-32.84,INV-008616,0,Silver Coin 999,122,SILVER,999,91,1.5,PAID,-1094.67,-1127.51,6.63
KACHA,1.5,C07982,2025-03-16,308,73.48,INV-008617,0,Silver Thali,277,SILVER,999,94,1.5,PAID,2449.66,2523.14,26.39
KACHA,1.5,C09149,2024-03-21,2567,84.08,INV-008618,0,Silver Payal,363,SILVER,999,107,1.5,PAID,2802.53,2886.61,46.79
PAKKA,1.5,C03075,2024-07-09,2943,8942.20,INV-008619,0,Gold Mangalsutra 22K,446,GOLD,22K,7652,1.5,PAID,298073.56,307015.76,39.28
KACHA,1.5,C01324,2024-03-02,1487,8261.38,INV-008620,0,Gold Pendant 18K,397,GOLD,22K,7422,1.5,PAID,275379.5,283640.88,37.25
KACHA,1.5,C02322,2024-03-28,406,5695.76,INV-008621,0,Gold Mangalsutra 22K,168,GOLD,18K,7613,1.5,PAID,189858.61,195554.37,24.97
KACHA,1.5,C08619,2024-03-20,531,8310.08,INV-008622,0,Gold Necklace 22K,129,GOLD,22K,7642,1.5,PAID,277002.6,285312.68,36.3
PAKKA,1.5,C06208,2025-02-13,1310,7990.98,INV-008623,0,Gold Nose Pin 22K,376,GOLD,24K,7425,1.5,PENDING,266366,274356.98,36
PAKKA,1.5,C07029,2024-11-12,1938,31.22,INV-008624,0,Silver Payal,184,SILVER,999,83,1.5,PENDING,1040.61,1071.83,33.67
PAKKA,1.5,C01984,2024-04-05,2112,20.90,INV-008625,0,Silver Bangle,414,SILVER,999,107,1.5,PAID,696.66,717.56,22.38
PAKKA,1.5,C09444,2024-07-22,406,2937.16,INV-008626,0,Gold Nose Pin 22K,455,GOLD,24K,7574,1.5,PAID,97905.08,100842.24,12.92
PAKKA,1.5,C07578,2024-10-20,1404,5050.80,INV-008627,0,Gold Bracelet 22K,457,GOLD,18K,7623,1.5,PAID,168359.83,173410.63,22.21
KACHA,1.5,C09709,2025-01-30,2317,32.02,INV-008628,0,Silver Chain,137,SILVER,999,75,1.5,PAID,1067.5,1099.52,43.3
PAKKA,1.5,C05688,2025-07-08,330,9566.98,INV-008629,0,Gold Earrings 22K,280,GOLD,22K,7766,1.5,PAID,318899.62,328466.60,41.07
PAKKA,1.5,C05714,2025-06-05,2337,4566.16,INV-008630,0,Gold Anklet 22K,274,GOLD,24K,6820,1.5,PENDING,152205.4,156771.56,22.62
PAKKA,1.5,C08967,2024-08-25,490,2264.88,INV-008631,0,Gold Pendant 18K,452,GOLD,22K,7787,1.5,PENDING,75495.9,77760.78,9.7
KACHA,1.5,C01949,2025-07-26,620,24.52,INV-008632,0,Silver Payal,488,SILVER,999,96,1.5,PAID,817.44,841.96,9.89
PAKKA,1.5,C01808,2024-03-12,257,3969.66,INV-008633,0,Gold Ring 22K,238,GOLD,18K,6627,1.5,PAID,132322.19,136291.85,19.97
KACHA,1.5,C07865,2024-10-19,2070,-48.24,INV-008634,0,Silver Glass Set,155,SILVER,999,80,1.5,PAID,-1607.8,-1656.04,3.84
PAKKA,1.5,C03789,2024-10-24,542,62.22,INV-008635,0,Silver Bangle,133,SILVER,999,82,1.5,PAID,2073.96,2136.18,30.28
PAKKA,1.5,C03793,2024-11-08,1406,91.32,INV-008636,0,Silver Ring,288,SILVER,999,94,1.5,PAID,3044.32,3135.64,44.28
PAKKA,1.5,C02722,2024-09-13,1687,8161.36,INV-008637,0,Gold Bangle 22K,171,GOLD,22K,7124,1.5,PAID,272045.6,280206.96,38.4
KACHA,1.5,C02751,2024-08-03,9,9201.30,INV-008638,0,Gold Chain 22K,462,GOLD,18K,7304,1.5,PAID,306709.72,315911.02,41.93
PAKKA,1.5,C06631,2024-11-16,1070,73.48,INV-008639,0,Silver Idol,302,SILVER,999,100,1.5,PAID,2449,2522.48,32.17
PAKKA,1.5,C04510,2025-03-24,1305,72.42,INV-008640,0,Silver Chain,219,SILVER,999,87,1.5,PENDING,2414.01,2486.43,40.23
PAKKA,1.5,C00194,2025-10-28,2691,8793.78,INV-008641,0,Gold Ring 22K,366,GOLD,22K,6502,1.5,PAID,293125.88,301919.66,45.44
PAKKA,1.5,C05804,2024-02-22,706,123.90,INV-008642,0,Silver Thali,408,SILVER,999,103,1.5,PAID,4129.97,4253.87,42.99
KACHA,1.5,C06008,2024-11-11,109,7672.46,INV-008643,0,Gold Chain 22K,470,GOLD,18K,7667,1.5,PAID,255748.77,263421.23,33.31
KACHA,1.5,C07047,2024-12-30,2819,4422.16,INV-008644,0,Gold Nose Pin 22K,217,GOLD,24K,6948,1.5,PAID,147405.32,151827.48,21.59
KACHA,1.5,C04254,2024-11-11,1755,6453.26,INV-008645,0,Gold Anklet 22K,365,GOLD,24K,6680,1.5,PENDING,215108.8,221562.06,32.41
KACHA,1.5,C01717,2025-02-06,2910,10220.26,INV-008646,0,Gold Mangalsutra 22K,392,GOLD,24K,6929,1.5,PAID,340675.37,350895.63,49.53
PAKKA,1.5,C01592,2025-02-25,599,1167.68,INV-008647,0,Gold Necklace 22K,192,GOLD,22K,6610,1.5,PAID,38922.5,40090.18,5.95
KACHA,1.5,C09931,2024-09-07,715,10130.54,INV-008648,0,Gold Anklet 22K,153,GOLD,24K,6769,1.5,PAID,337684.93,347815.47,49.97
PAKKA,1.5,C09841,2024-03-06,759,8655.46,INV-008649,0,Gold Necklace 22K,299,GOLD,18K,6882,1.5,PAID,288515.18,297170.64,41.99
PAKKA,1.5,C00626,2024-02-24,785,2449.76,INV-008650,0,Gold Nose Pin 22K,396,GOLD,24K,6889,1.5,PAID,81658.99,84108.75,11.91
PAKKA,1.5,C00094,2024-04-18,424,9691.74,INV-008651,0,Gold Anklet 22K,284,GOLD,22K,7637,1.5,PAID,323057.84,332749.58,42.32
PAKKA,1.5,C06946,2024-04-09,664,75.08,INV-008652,0,Silver Payal,499,SILVER,999,108,1.5,PAID,2502.6,2577.68,24.7
KACHA,1.5,C00856,2024-02-06,2474,9600.04,INV-008653,0,Gold Bangle 22K,371,GOLD,24K,7016,1.5,PENDING,320001.56,329601.60,45.91
KACHA,1.5,C00058,2024-07-26,1081,62.24,INV-008654,0,Silver Idol,143,SILVER,999,76,1.5,PENDING,2074.64,2136.88,39.64
PAKKA,1.5,C06695,2024-12-26,127,8872.70,INV-008655,0,Gold Ring 22K,468,GOLD,24K,6517,1.5,PENDING,295756.61,304629.31,45.33
KACHA,1.5,C08135,2024-07-20,1796,75.78,INV-008656,0,Silver Coin 999,340,SILVER,999,96,1.5,PAID,2526.08,2601.86,41.48
KACHA,1.5,C04344,2024-03-06,1039,1080.12,INV-008657,0,Gold Mangalsutra 22K,471,GOLD,22K,7171,1.5,PAID,36004.1,37084.22,5.1
KACHA,1.5,C00062,2025-10-22,1739,9481.80,INV-008658,0,Gold Ring 22K,273,GOLD,22K,7666,1.5,PENDING,316059.72,325541.52,41.42
PAKKA,1.5,C07660,2025-11-12,641,15.36,INV-008659,0,Silver Chain,339,SILVER,999,94,1.5,PAID,512.04,527.40,8.66
PAKKA,1.5,C04412,2025-07-10,734,9550.82,INV-008660,0,Gold Chain 22K,422,GOLD,24K,6763,1.5,PAID,318360.56,327911.38,47.12
KACHA,1.5,C05010,2024-02-04,2584,8004.82,INV-008661,0,Gold Nose Pin 22K,303,GOLD,18K,6527,1.5,PAID,266827.21,274832.03,41.23
PAKKA,1.5,C03819,2025-02-16,332,10873.88,INV-008662,0,Gold Mangalsutra 22K,440,GOLD,24K,7191,1.5,PAID,362462.49,373336.37,50.39
KACHA,1.5,C08483,2024-07-28,2081,1253.68,INV-008663,0,Gold Mangalsutra 22K,186,GOLD,18K,6639,1.5,PAID,41789.62,43043.30,6.58
KACHA,1.5,C05296,2025-02-26,1541,98.44,INV-008664,0,Silver Bangle,430,SILVER,999,105,1.5,PAID,3281.15,3379.59,41.83
KACHA,1.5,C06643,2025-01-08,511,8081.54,INV-008665,0,Gold Necklace 22K,323,GOLD,22K,7011,1.5,PAID,269384.95,277466.49,38.45
KACHA,1.5,C04475,2025-05-22,2639,327.68,INV-008666,0,Gold Mangalsutra 22K,356,GOLD,22K,7177,1.5,PAID,10922.68,11250.36,1.84
KACHA,1.5,C04919,2025-07-30,691,4575.50,INV-008667,0,Gold Anklet 22K,287,GOLD,24K,7735,1.5,PENDING,152516.95,157092.45,19.77
PAKKA,1.5,C07821,2024-04-18,1205,30.06,INV-008668,0,Silver Chain,479,SILVER,999,92,1.5,PAID,1001.76,1031.82,18.78
